DateTime,Kitchen Cabinet,2nd Floor Bedroom,Main Bedroom,Living Room,Outside
45385.59028,12,,,,
45385.63194,12.2,,,,
45385.67361,12.4,,,,
45385.71528,12.5,,,,
45385.75694,12.5,,,,
45385.79861,12.4,,,,
45385.84028,12.2,,,,
45385.88194,12.2,,,,
45385.92361,12.1,,,,
45385.96528,12,,,,
45386.00694,11.9,,,,
45386.04861,11.7,,,,
45386.09028,11.5,,,,
45386.13194,11.3,,,,
45386.17361,11.1,,,,
45386.21528,11,,,,
45386.25694,10.8,,,,
45386.29861,10.6,,,,
45386.34028,10.5,,,,
45386.38194,10.4,,,,
45386.42361,10.6,,,,
45386.46528,10.6,,,,
45386.50694,10.5,,,,
45386.54861,10.4,,,,
45386.59028,10.3,,,,
45386.63194,10.1,,,,
45386.67361,10,,,,
45386.71528,9.8,,,,
45386.75694,9.6,,,,
45386.79861,9.5,,,,
45386.84028,9.3,,,,
45386.88194,9,,,,
45386.92361,8.8,,,,
45386.96528,8.6,,,,
45387.00694,8.6,,,,
45387.04861,8.5,,,,
45387.09028,8.5,,,,
45387.13194,8.3,,,,
45387.17361,8.3,,,,
45387.21528,8.3,,,,
45387.25694,8.2,,,,
45387.29861,8.2,,,,
45387.34028,8.1,,,,
45387.38194,8.1,,,,
45387.42361,8.2,,,,
45387.46528,8.2,,,,
45387.50694,8.3,,,,
45387.54861,8.5,,,,
45387.59028,8.6,,,,
45387.63194,8.8,,,,
45387.67361,9,,,,
45387.71528,9.1,,,,
45387.75694,9.5,,,,
45387.79861,9.5,,,,
45387.84028,9.5,,,,
45387.88194,9.7,,,,
45387.92361,9.7,,,,
45387.96528,9.7,,,,
45388.00694,9.8,,,,
45388.04861,9.9,,,,
45388.09028,9.8,,,,
45388.13194,9.8,,,,
45388.17361,9.8,,,,
45388.21528,9.7,,,,
45388.25694,9.6,,,,
45388.29861,9.5,,,,
45388.34028,9.4,,,,
45388.38194,9.3,,,,
45388.42361,9.3,,,,
45388.46528,9.3,,,,
45388.50694,9.4,,,,
45388.54861,9.5,,,,
45388.59028,9.7,,,,
45388.63194,10.1,,,,
45388.67361,10.4,,,,
45388.71528,10.6,,,,
45388.75694,11,,,,
45388.79861,11.2,,,,
45388.84028,11.2,,,,
45388.88194,11.2,,,,
45388.92361,11.1,,,,
45388.96528,11,,,,
45389.00694,10.9,,,,
45389.04861,10.6,,,,
45389.09028,10.5,,,,
45389.13194,10.4,,,,
45389.17361,10.3,,,,
45389.21528,10.1,,,,
45389.25694,9.9,,,,
45389.29861,9.7,,,,
45389.34028,9.6,,,,
45389.38194,9.5,,,,
45389.42361,9.5,,,,
45389.46528,9.5,,,,
45389.50694,9.6,,,,
45389.54861,9.8,,,,
45389.59028,10.2,,,,
45389.63194,10.4,,,,
45389.67361,10.5,,,,
45389.71528,10.8,,,,
45389.75694,11.2,,,,
45389.79861,11.4,,,,
45389.84028,11.6,,,,
45389.88194,11.7,,,,
45389.92361,11.8,,,,
45389.96528,11.6,,,,
45390.00694,11.2,,,,
45390.04861,11,,,,
45390.09028,10.6,,,,
45390.13194,10.3,,,,
45390.17361,9.8,,,,
45390.21528,9.5,,,,
45390.25694,9.3,,,,
45390.29861,9,,,,
45390.34028,8.7,,,,
45390.38194,8.5,,,,
45390.42361,8.5,,,,
45390.46528,8.7,,,,
45390.50694,9.3,,,,
45390.54861,9.9,,,,
45390.59028,10.5,,,,
45390.63194,11.2,,,,
45390.67361,11.8,,,,
45390.71528,12.3,,,,
45390.75694,12.8,,,,
45390.79861,13.2,,,,
45390.84028,13.6,,,,
45390.88194,14,,,,
45390.92361,14.2,,,,
45390.96528,14.3,,,,
45391.00694,14.3,,,,
45391.04861,14.1,,,,
45391.09028,14,,,,
45391.13194,13.8,,,,
45391.17361,13.5,,,,
45391.21528,13.2,,,,
45391.25694,12.9,,,,
45391.29861,12.5,,,,
45391.34028,12.2,,,,
45391.38194,12,,,,
45391.42361,12,,,,
45391.46528,12,,,,
45391.50694,12.2,,,,
45391.54861,12.5,,,,
45391.59028,12.9,,,,
45391.63194,13.4,,,,
45391.67361,13.7,,,,
45391.71528,14,,,,
45391.75694,14.5,,,,
45391.79861,14.8,,,,
45391.84028,15.1,,,,
45391.88194,15.4,,,,
45391.92361,15.4,,,,
45391.96528,15.3,,,,
45392.00694,14.9,,,,
45392.04861,14.6,,,,
45392.09028,14.2,,,,
45392.13194,13.9,,,,
45392.17361,13.5,,,,
45392.21528,13,,,,
45392.25694,12.7,,,,
45392.29861,12.4,,,,
45392.34028,11.9,,,,
45392.38194,11.6,,,,
45392.42361,11.4,,,,
45392.46528,11.4,,,,
45392.50694,11.6,,,,
45392.54861,11.9,,,,
45392.59028,12.2,,,,
45392.63194,12.6,,,,
45392.67361,12.9,,,,
45392.71528,13.4,,,,
45392.75694,13.7,,,,
45392.79861,14,,,,
45392.84028,14.1,,,,
45392.88194,14.3,,,,
45392.92361,14.3,,,,
45392.96528,14.3,,,,
45393.00694,14.3,,,,
45393.04861,14.2,,,,
45393.09028,14.2,,,,
45393.13194,14.1,,,,
45393.17361,14,,,,
45393.21528,13.9,,,,
45393.25694,13.8,,,,
45393.29861,13.6,,,,
45393.34028,13.5,,,,
45393.38194,13.4,,,,
45393.42361,13.2,,,,
45393.46528,13.1,,,,
45393.50694,13,,,,
45393.54861,12.9,,,,
45393.59028,12.9,,,,
45393.63194,12.9,,,,
45393.67361,13,,,,
45393.71528,13,,,,
45393.75694,13.1,,,,
45393.79861,13.2,,,,
45393.84028,13.4,,,,
45393.88194,13.4,,,,
45393.92361,13.5,,,,
45393.96528,13.5,,,,
45394.00694,13.5,,,,
45394.04861,13.4,,,,
45394.09028,13.4,,,,
45394.13194,13.4,,,,
45394.17361,13.4,,,,
45394.21528,13.5,,,,
45394.25694,13.5,,,,
45394.29861,13.6,,,,
45394.34028,13.7,,,,
45394.38194,13.9,,,,
45394.42361,14,,,,
45394.46528,14.1,,,,
45394.50694,14.3,,,,
45394.54861,14.6,,,,
45394.59028,14.7,,,,
45394.63194,14.9,,,,
45394.67361,15.2,,,,
45394.71528,15.4,,,,
45394.75694,15.6,,,,
45394.79861,15.8,,,,
45394.84028,16,,,,
45394.88194,16.2,,,,
45394.92361,17.7,,,,
45394.96528,17.6,,,,
45395.00694,17.4,,,,
45395.04861,17.2,,,,
45395.09028,16.9,,,,
45395.13194,16.7,,,,
45395.17361,16.5,,,,
45395.21528,16.3,,,,
45395.25694,16,,,,
45395.29861,15.9,,,,
45395.34028,15.7,,,,
45395.38194,15.4,,,,
45395.42361,15.3,,,,
45395.46528,15.1,,,,
45395.50694,14.9,,,,
45395.54861,14.7,,,,
45395.59028,14.7,,,,
45395.63194,14.6,,,,
45395.67361,14.5,,,,
45395.71528,14.5,,,,
45395.75694,14.4,,,,
45395.79861,14.3,,,,
45395.84028,14.2,,,,
45395.88194,14.1,,,,
45395.92361,14,,,,
45395.96528,13.8,,,,
45396.00694,13.6,,,,
45396.04861,13.4,,,,
45396.09028,13.4,,,,
45396.13194,13.2,,,,
45396.17361,13,,,,
45396.21528,12.8,,,,
45396.25694,12.7,,,,
45396.29861,12.6,,,,
45396.34028,12.4,,,,
45396.38194,12.2,,,,
45396.42361,12,,,,
45396.46528,12,,,,
45396.50694,11.9,,,,
45396.54861,12,,,,
45396.59028,12,,,,
45396.63194,12.2,,,,
45396.67361,12.5,,,,
45396.71528,12.7,,,,
45396.75694,13,,,,
45396.79861,13.3,,,,
45396.84028,13.4,,,,
45396.88194,13.6,,,,
45396.92361,13.7,,,,
45396.96528,13.8,,,,
45397.00694,13.9,,,,
45397.04861,13.9,,,,
45397.09028,14,,,,
45397.13194,14,,,,
45397.17361,13.9,,,,
45397.21528,13.8,,,,
45397.25694,13.7,,,,
45397.29861,13.5,,,,
45397.34028,13.4,,,,
45397.38194,13.2,,,,
45397.42361,13,,,,
45397.46528,13,,,,
45397.50694,13.1,,,,
45397.54861,13.2,,,,
45397.59028,13.4,,,,
45397.63194,13.7,,,,
45397.67361,14,,,,
45397.71528,14.4,,,,
45397.75694,14.8,,,,
45397.79861,15.3,,,,
45397.84028,15.6,,,,
45397.88194,15.9,,,,
45397.92361,16.1,,,,
45397.96528,16.3,,,,
45398.00694,16.4,,,,
45398.04861,16.4,,,,
45398.09028,16.4,,,,
45398.13194,16.2,,,,
45398.17361,16,,,,
45398.21528,15.6,,,,
45398.25694,15.3,,,,
45398.29861,14.9,,,,
45398.34028,14.5,,,,
45398.38194,14.1,,,,
45398.42361,13.8,,,,
45398.46528,13.6,,,,
45398.50694,13.5,,,,
45398.54861,13.6,,,,
45398.59028,13.7,,,,
45398.63194,14,,,,
45398.67361,14.2,,,,
45398.71528,14.6,,,,
45398.75694,14.9,,,,
45398.79861,15.4,,,,
45398.84028,15.9,,,,
45398.88194,16.3,,,,
45398.92361,16.7,,,,
45398.96528,17,,,,
45399.00694,17.1,,,,
45399.04861,17.1,,,,
45399.09028,17,,,,
45399.13194,16.8,,,,
45399.17361,16.7,,,,
45399.21528,16.5,,,,
45399.25694,16.1,,,,
45399.29861,15.9,,,,
45399.34028,15.5,,,,
45399.38194,15.1,,,,
45399.42361,14.7,,,,
45399.46528,14.5,,,,
45399.50694,14.3,,,,
45399.54861,14.3,,,,
45399.59028,14.3,,,,
45399.63194,14.4,,,,
45399.67361,14.5,,,,
45399.71528,14.7,,,,
45399.75694,14.9,,,,
45399.79861,15.2,,,,
45399.84028,15.4,,,,
45399.88194,15.7,,,,
45399.92361,15.8,,,,
45399.96528,15.9,,,,
45400.00694,15.9,,,,
45400.04861,15.8,,,,
45400.09028,15.6,,,,
45400.13194,15.4,,,,
45400.17361,15.3,,,,
45400.21528,15.1,,,,
45400.25694,14.9,,,,
45400.29861,14.7,,,,
45400.34028,14.6,,,,
45400.38194,14.4,,,,
45400.42361,14.3,,,,
45400.46528,14.1,,,,
45400.50694,14,,,,
45400.54861,14,,,,
45400.59028,14,,,,
45400.63194,13.9,,,,
45400.67361,13.9,,,,
45400.71528,14,,,,
45400.75694,14,,,,
45400.79861,14,,,,
45400.84028,14,,,,
45400.88194,14,,,,
45400.92361,14,,,,
45400.96528,14,,,,
45401.00694,14,,,,
45401.04861,13.9,,,,
45401.09028,13.9,,,,
45401.13194,13.8,,,,
45401.17361,13.7,,,,
45401.21528,13.6,,,,
45401.25694,13.5,,,,
45401.29861,13.4,,,,
45401.34028,13.3,,,,
45401.38194,13.1,,,,
45401.42361,13.1,,,,
45401.46528,13,,,,
45401.50694,13.1,,,,
45401.54861,13.1,,,,
45401.59028,13.3,,,,
45401.63194,13.4,,,,
45401.67361,13.6,,,,
45401.71528,13.9,,,,
45401.75694,14,,,,
45401.79861,14.3,,,,
45401.84028,14.5,,,,
45401.88194,14.7,,,,
45401.92361,14.7,,,,
45401.96528,14.7,,,,
45402.00694,14.6,,,,
45402.04861,14.5,,,,
45402.09028,14.4,,,,
45402.13194,14.3,,,,
45402.17361,14.2,,,,
45402.21528,14.1,,,,
45402.25694,14,,,,
45402.29861,14,,,,
45402.34028,13.9,,,,
45402.38194,13.8,,,,
45402.42361,13.7,,,,
45402.46528,13.7,,,,
45402.50694,13.6,,,,
45402.54861,13.6,,,,
45402.59028,13.7,,,,
45402.63194,13.8,,,,
45402.67361,14,,,,
45402.71528,14.1,,,,
45402.75694,14.3,,,,
45402.79861,14.5,,,,
45402.84028,14.7,,,,
45402.88194,14.9,,,,
45402.92361,15,,,,
45402.96528,15,,,,
45403.00694,14.9,,,,
45403.04861,14.7,,,,
45403.09028,14.6,,,,
45403.13194,14.2,,,,
45403.17361,14,,,,
45403.21528,13.6,,,,
45403.25694,13.3,,,,
45403.29861,12.8,,,,
45403.34028,12.5,,,,
45403.38194,12.1,,,,
45403.42361,11.9,,,,
45403.46528,11.6,,,,
45403.50694,11.7,,,,
45403.54861,11.7,,,,
45403.59028,11.9,,,,
45403.63194,12,,,,
45403.67361,12.1,,,,
45403.71528,12.3,,,,
45403.75694,12.4,,,,
45403.79861,12.5,,,,
45403.84028,12.6,,,,
45403.88194,12.6,,,,
45403.92361,12.5,,,,
45403.96528,12.4,,,,
45404.00694,12.4,,,,
45404.04861,12.2,,,,
45404.09028,12,,,,
45404.13194,11.8,,,,
45404.17361,11.5,,,,
45404.21528,11.3,,,,
45404.25694,11,,,,
45404.29861,10.7,,,,
45404.34028,10.4,,,,
45404.38194,10.2,,,,
45404.42361,9.9,,,,
45404.46528,9.7,,,,
45404.50694,9.6,,,,
45404.54861,9.6,,,,
45404.59028,9.6,,,,
45404.63194,9.8,,,,
45404.67361,10.1,,,,
45404.71528,10.4,,,,
45404.75694,10.8,,,,
45404.79861,11.2,,,,
45404.84028,11.6,,,,
45404.88194,12,,,,
45404.92361,12.4,,,,
45404.96528,12.7,,,,
45405.00694,12.8,,,,
45405.04861,12.8,,,,
45405.09028,12.7,,,,
45405.13194,12.4,,,,
45405.17361,12.1,,,,
45405.21528,11.8,,,,
45405.25694,11.4,,,,
45405.29861,11.1,,,,
45405.34028,10.7,,,,
45405.38194,10.4,,,,
45405.42361,10.2,,,,
45405.46528,10.1,,,,
45405.50694,10.3,,,,
45405.54861,10.7,,,,
45405.59028,11.4,,,,
45405.63194,12,,,,
45405.67361,12.5,,,,
45405.71528,13.1,,,,
45405.75694,13.7,,,,
45405.79861,14.2,,,,
45405.84028,14.7,,,,
45405.88194,15.2,,,,
45405.92361,15.5,,,,
45405.96528,15.7,,,,
45406.00694,15.7,,,,
45406.04861,15.7,,,,
45406.09028,15.5,,,,
45406.13194,15.3,,,,
45406.17361,15,,,,
45406.21528,14.7,,,,
45406.25694,14.5,,,,
45406.29861,14.3,,,,
45406.34028,14.1,,,,
45406.38194,14,,,,
45406.42361,13.8,,,,
45406.46528,13.7,,,,
45406.50694,13.6,,,,
45406.54861,13.5,,,,
45406.59028,13.5,,,,
45406.63194,13.6,,,,
45406.67361,13.8,,,,
45406.71528,14,,,,
45406.75694,14.2,,,,
45406.79861,14.6,,,,
45406.84028,14.9,,,,
45406.88194,15.1,,,,
45406.92361,15.1,,,,
45406.96528,14.9,,,,
45407.00694,14.6,,,,
45407.04861,14.1,,,,
45407.09028,13.5,,,,
45407.13194,13,,,,
45407.17361,12.5,,,,
45407.21528,12,,,,
45407.25694,11.5,,,,
45407.29861,11,,,,
45407.34028,10.6,,,,
45407.38194,10.2,,,,
45407.42361,9.8,,,,
45407.46528,9.5,,,,
45407.50694,9.4,,,,
45407.54861,9.4,,,,
45407.59028,9.5,,,,
45407.63194,9.6,,,,
45407.67361,9.9,,,,
45407.71528,10.3,,,,
45407.75694,10.7,,,,
45407.79861,11.2,,,,
45407.84028,11.7,,,,
45407.88194,12.2,,,,
45407.92361,12.6,,,,
45407.96528,12.9,,,,
45408.00694,13,,,,
45408.04861,13,,,,
45408.09028,12.8,,,,
45408.13194,12.6,,,,
45408.17361,12.3,,,,
45408.21528,11.9,,,,
45408.25694,11.5,,,,
45408.29861,11.1,,,,
45408.34028,10.6,,,,
45408.38194,10.2,,,,
45408.42361,9.9,,,,
45408.46528,9.8,,,,
45408.50694,9.9,,,,
45408.54861,10.2,,,,
45408.59028,10.5,,,,
45408.63194,10.8,,,,
45408.67361,11.2,,,,
45408.71528,11.7,,,,
45408.75694,12.3,,,,
45408.79861,12.9,,,,
45408.84028,13.6,,,,
45408.88194,14.2,,,,
45408.92361,14.7,,,,
45408.96528,14.9,,,,
45409.00694,15.1,,,,
45409.04861,15,,,,
45409.09028,14.8,,,,
45409.13194,14.7,,,,
45409.17361,14.4,,,,
45409.21528,14.1,,,,
45409.25694,13.8,,,,
45409.29861,13.4,,,,
45409.34028,13.1,,,,
45409.38194,12.7,,,,
45409.42361,12.6,,,,
45409.46528,12.6,,,,
45409.50694,13,,,,
45409.54861,13.4,,,,
45409.59028,13.6,,,,
45409.63194,14,,,,
45409.67361,14.7,,,,
45409.71528,15.1,,,,
45409.75694,15.6,,,,
45409.79861,16.1,,,,
45409.84028,16.6,,,,
45409.88194,16.9,,,,
45409.92361,17.2,,,,
45409.96528,17.4,,,,
45410.00694,17.4,,,,
45410.04861,17.3,,,,
45410.09028,17.2,,,,
45410.13194,16.9,,,,
45410.17361,16.7,,,,
45410.21528,16.5,,,,
45410.25694,16.2,,,,
45410.29861,16,,,,
45410.34028,15.7,,,,
45410.38194,15.4,,,,
45410.42361,15.3,,,,
45410.46528,15.3,,,,
45410.50694,15.2,,,,
45410.54861,15.3,,,,
45410.59028,15.4,,,,
45410.63194,15.6,,,,
45410.67361,15.9,,,,
45410.71528,16.2,,,,
45410.75694,16.6,,,,
45410.79861,17,,,,
45410.84028,17.4,,,,
45410.88194,17.7,,,,
45410.92361,18,,,,
45410.96528,18.3,,,,
45411.00694,18.6,,,,
45411.04861,18.7,,,,
45411.09028,18.9,,,,
45411.13194,19.1,,,,
45411.17361,19.2,,,,
45411.21528,19.4,,,,
45411.25694,19.5,,,,
45411.29861,19.5,,,,
45411.34028,19.5,,,,
45411.38194,19.5,,,,
45411.42361,19.5,,,,
45411.46528,19.5,,,,
45411.50694,19.5,,,,
45411.54861,19.6,,,,
45411.59028,19.7,,,,
45411.63194,19.8,,,,
45411.67361,19.9,,,,
45411.71528,20.1,,,,
45411.75694,20.2,,,,
45411.79861,20.3,,,,
45411.84028,20.4,,,,
45411.88194,20.6,,,,
45411.92361,20.8,,,,
45411.96528,20.8,,,,
45412.00694,20.8,,,,
45412.04861,20.6,,,,
45412.09028,20.4,,,,
45412.13194,20.2,,,,
45412.17361,19.9,,,,
45412.21528,19.7,,,,
45412.25694,19.5,,,,
45412.29861,19.2,,,,
45412.34028,19.1,,,,
45412.38194,18.9,,,,
45412.42361,18.6,,,,
45412.46528,18.5,,,,
45412.50694,18.3,,,,
45412.54861,18.2,,,,
45412.59028,18.1,,,,
45412.63194,18,,,,
45412.67361,18,,,,
45412.71528,18,,,,
45412.75694,17.9,,,,
45412.79861,17.9,,,,
45412.84028,17.9,,,,
45412.88194,17.8,,,,
45412.92361,17.6,,,,
45412.96528,17.4,,,,
45413.00694,17.3,,,,
45413.04861,17,,,,
45413.09028,16.8,,,,
45413.13194,16.7,,,,
45413.17361,16.5,,,,
45413.21528,16.2,,,,
45413.25694,16,,,,
45413.29861,15.9,,,,
45413.34028,24.9,,,,
45413.38194,23.5,,,,
45413.42361,20.3,,,,
45413.46528,18.7,,,,
45413.50694,17.8,,,,
45413.54861,17.3,,,,
45413.59028,16.8,,,,
45413.63194,16.6,,,,
45413.67361,16.4,,,,
45413.71528,16.2,,,,
45413.75694,16.1,,,,
45413.79861,16.1,,,,
45413.84028,16,,,,
45413.88194,16,,,,
45413.92361,16,,,,
45413.96528,15.9,,,,
45414.00694,15.7,,,,
45414.04861,15.6,,,,
45414.09028,15.4,,,,
45414.13194,15.3,,,,
45414.17361,15.1,,,,
45414.21528,15,,,,
45414.25694,14.9,,,,
45414.29861,14.8,,,,
45414.34028,14.7,,,,
45414.38194,14.7,,,,
45414.42361,14.7,,,,
45414.46528,14.7,,,,
45414.50694,14.7,,,,
45414.54861,14.7,,,,
45414.59028,14.9,,,,
45414.63194,15.1,,,,
45414.67361,15.3,,,,
45414.71528,15.4,,,,
45414.75694,15.7,,,,
45414.79861,15.9,,,,
45414.84028,16.2,,,,
45414.88194,16.3,,,,
45414.92361,16.4,,,,
45414.96528,16.3,,,,
45415.00694,16.2,,,,
45415.04861,16.1,,,,
45415.09028,16,,,,
45415.13194,15.8,,,,
45415.17361,15.6,,,,
45415.21528,15.4,,,,
45415.25694,15.3,,,,
45415.29861,15.2,,,,
45415.34028,15,,,,
45415.38194,14.9,,,,
45415.42361,14.8,,,,
45415.46528,14.8,,,,
45415.50694,14.8,,,,
45415.54861,14.8,,,,
45415.59028,14.9,,,,
45415.63194,15,,,,
45415.67361,15.2,,,,
45415.71528,15.3,,,,
45415.75694,15.5,,,,
45415.79861,15.7,,,,
45415.84028,16,,,,
45415.88194,16.2,,,,
45415.92361,16.4,,,,
45415.96528,16.5,,,,
45416.00694,16.4,,,,
45416.04861,16.2,,,,
45416.09028,16,,,,
45416.13194,15.8,,,,
45416.17361,15.5,,,,
45416.21528,15.4,,,,
45416.25694,15.2,,,,
45416.29861,14.9,,,,
45416.34028,14.7,,,,
45416.38194,14.5,,,,
45416.42361,14.5,,,,
45416.46528,14.6,,,,
45416.50694,14.7,,,,
45416.54861,14.8,,,,
45416.59028,15,,,,
45416.63194,15.1,,,,
45416.67361,15.3,,,,
45416.71528,15.5,,,,
45416.75694,15.6,,,,
45416.79861,15.8,,,,
45416.84028,16,,,,
45416.88194,16.1,,,,
45416.92361,16,,,,
45416.96528,16,,,,
45417.00694,15.7,,,,
45417.04861,15.5,,,,
45417.09028,15.3,,,,
45417.13194,15.1,,,,
45417.17361,15,,,,
45417.21528,14.8,,,,
45417.25694,14.7,,,,
45417.29861,14.5,,,,
45417.34028,14.3,,,,
45417.38194,14.2,,,,
45417.42361,14.1,,,,
45417.46528,14.1,,,,
45417.50694,14.1,,,,
45417.54861,14.2,,,,
45417.59028,14.2,,,,
45417.63194,14.3,,,,
45417.67361,14.3,,,,
45417.71528,14.4,,,,
45417.75694,14.4,,,,
45417.79861,14.5,,,,
45417.84028,14.5,,,,
45417.88194,14.5,,,,
45417.92361,14.4,,,,
45417.96528,14.4,,,,
45418.00694,14.3,,,,
45418.04861,14.2,,,,
45418.09028,14.1,,,,
45418.13194,14.1,,,,
45418.17361,14,,,,
45418.21528,14,,,,
45418.25694,14,,,,
45418.29861,14,,,,
45418.34028,14,,,,
45418.38194,14,,,,
45418.42361,14,,,,
45418.46528,14,,,,
45418.50694,14.2,,,,
45418.54861,14.4,,,,
45418.59028,14.7,,,,
45418.63194,14.9,,,,
45418.67361,15.3,,,,
45418.71528,15.6,,,,
45418.75694,16,,,,
45418.79861,16.2,,,,
45418.84028,16.6,,,,
45418.88194,16.8,,,,
45418.92361,17,,,,
45418.96528,17.1,,,,
45419.00694,17.3,,,,
45419.04861,17.4,,,,
45419.09028,17.5,,,,
45419.13194,17.5,,,,
45419.17361,17.5,,,,
45419.21528,17.5,,,,
45419.25694,17.4,,,,
45419.29861,17.3,,,,
45419.34028,17.2,,,,
45419.38194,17,,,,
45419.42361,17,,,,
45419.46528,17.1,,,,
45419.50694,17.3,,,,
45419.54861,17.4,,,,
45419.59028,17.5,,,,
45419.63194,17.7,,,,
45419.67361,18,,,,
45419.71528,18.1,,,,
45419.75694,18.4,,,,
45419.79861,18.7,,,,
45419.84028,19.1,,,,
45419.88194,19.3,,,,
45419.92361,19.5,,,,
45419.96528,19.6,,,,
45420.00694,19.6,,,,
45420.04861,19.6,,,,
45420.09028,19.5,,,,
45420.13194,19.3,,,,
45420.17361,19.1,,,,
45420.21528,18.8,,,,
45420.25694,18.6,,,,
45420.29861,18.3,,,,
45420.34028,18,,,,
45420.38194,17.9,,,,
45420.42361,17.8,,,,
45420.46528,17.8,,,,
45420.50694,17.8,,,,
45420.54861,17.7,,,,
45420.59028,17.8,,,,
45420.63194,17.8,,,,
45420.67361,17.7,,,,
45420.71528,17.7,,,,
45420.75694,17.7,,,,
45420.79861,17.7,,,,
45420.84028,17.7,,,,
45420.88194,17.6,,,,
45420.92361,17.6,,,,
45420.96528,17.6,,,,
45421.00694,17.6,,,,
45421.04861,17.7,,,,
45421.09028,17.6,,,,
45421.13194,17.6,,,,
45421.17361,17.5,,,,
45421.21528,17.5,,,,
45421.25694,17.4,,,,
45421.29861,17.3,,,,
45421.34028,17,,,,
45421.38194,16.7,,,,
45421.42361,16.6,,,,
45421.46528,16.5,,,,
45421.50694,16.4,,,,
45421.54861,16.4,,,,
45421.59028,16.5,,,,
45421.63194,16.6,,,,
45421.67361,16.7,,,,
45421.71528,16.9,,,,
45421.75694,17.2,,,,
45421.79861,17.4,,,,
45421.84028,17.5,,,,
45421.88194,17.7,,,,
45421.92361,17.7,,,,
45421.96528,17.6,,,,
45422.00694,17.5,,,,
45422.04861,17.4,,,,
45422.09028,17.3,,,,
45422.13194,17.1,,,,
45422.17361,16.9,,,,
45422.21528,16.7,,,,
45422.25694,16.5,,,,
45422.29861,16.3,,,,
45422.34028,16.1,,,,
45422.38194,16,,,,
45422.42361,15.8,,,,
45422.46528,15.6,,,,
45422.50694,15.5,,,,
45422.54861,15.5,,,,
45422.59028,15.6,,,,
45422.63194,15.7,,,,
45422.67361,15.9,,,,
45422.71528,16,,,,
45422.75694,16.3,,,,
45422.79861,16.7,,,,
45422.84028,16.9,,,,
45422.88194,17.1,,,,
45422.92361,17,,,,
45422.96528,16.7,,,,
45423.00694,16.5,,,,
45423.04861,16.2,,,,
45423.09028,15.8,,,,
45423.13194,15.4,,,,
45423.17361,15.1,,,,
45423.21528,14.7,,,,
45423.25694,14.3,,,,
45423.29861,13.9,,,,
45423.34028,13.6,,,,
45423.38194,13.4,,,,
45423.42361,13.5,,,,
45423.46528,13.7,,,,
45423.50694,14,,,,
45423.54861,14.2,,,,
45423.59028,14.6,,,,
45423.63194,14.8,,,,
45423.67361,14.9,,,,
45423.71528,15.1,,,,
45423.75694,15.3,,,,
45423.79861,15.4,,,,
45423.84028,15.6,,,,
45423.88194,15.7,,,,
45423.92361,15.6,,,,
45423.96528,15.4,,,,
45424.00694,15.1,,,,
45424.04861,14.7,,,,
45424.09028,14.4,,,,
45424.13194,14.1,,,,
45424.17361,13.8,,,,
45424.21528,13.5,,,,
45424.25694,13.3,,,,
45424.29861,13.1,,,,
45424.34028,12.9,,,,
45424.38194,12.7,,,,
45424.42361,12.7,,,,
45424.46528,12.9,,,,
45424.50694,13.1,,,,
45424.54861,13.4,,,,
45424.59028,13.5,,,,
45424.63194,13.8,,,,
45424.67361,14,,,,
45424.71528,14.2,,,,
45424.75694,14.4,,,,
45424.79861,14.6,,,,
45424.84028,14.7,,,,
45424.88194,14.8,,,,
45424.92361,14.9,,,,
45424.96528,15,,,,
45425.00694,15,,,,
45425.04861,15.1,,,,
45425.09028,15,,,,
45425.13194,14.9,,,,
45425.17361,14.8,,,,
45425.21528,14.7,,,,
45425.25694,14.5,,,,
45425.29861,14.2,,,,
45425.34028,14,,,,
45425.38194,14,,,,
45425.42361,14,,,,
45425.46528,14.3,,,,
45425.50694,14.6,,,,
45425.54861,14.8,,,,
45425.59028,15.1,,,,
45425.63194,15.4,,,,
45425.67361,15.7,,,,
45425.71528,15.9,,,,
45425.75694,16.1,,,,
45425.79861,16.5,,,,
45425.84028,16.8,,,,
45425.88194,17.1,,,,
45425.92361,17.3,,,,
45425.96528,17.3,,,,
45426.00694,17.3,,,,
45426.04861,17.2,,,,
45426.09028,17.2,,,,
45426.13194,17.1,,,,
45426.17361,17,,,,
45426.21528,16.9,,,,
45426.25694,16.8,,,,
45426.29861,16.7,,,,
45426.34028,16.6,,,,
45426.38194,16.6,,,,
45426.42361,16.6,,,,
45426.46528,16.6,,,,
45426.50694,16.8,,,,
45426.54861,17.1,,,,
45426.59028,17.4,,,,
45426.63194,17.8,,,,
45426.67361,18.1,,,,
45426.71528,18.4,,,,
45426.75694,18.7,,,,
45426.79861,19,,,,
45426.84028,19.2,,,,
45426.88194,19.4,,,,
45426.92361,19.7,,,,
45426.96528,19.9,,,,
45427.00694,19.9,,,,
45427.04861,20,,,,
45427.09028,20,,,,
45427.13194,19.9,,,,
45427.17361,19.8,,,,
45427.21528,19.8,,,,
45427.25694,19.6,,,,
45427.29861,19.6,,,,
45427.34028,19.5,,,,
45427.38194,19.4,,,,
45427.42361,19.5,,,,
45427.46528,19.4,,,,
45427.50694,19.5,,,,
45427.54861,19.7,,,,
45427.59028,19.9,,,,
45427.63194,20.1,,,,
45427.67361,20.3,,,,
45427.71528,20.4,,,,
45427.75694,20.3,,,,
45427.79861,20.3,,,,
45427.84028,20.4,,,,
