Time Bucket (America/New_York),Mains_A (kWhs),Mains_B (kWhs),Lights_Nook (kWhs),Lights_LivingRoom (kWhs),Lights_Kitchen (kWhs),Lights_ExerciseRoom_FrontEntrance (kWhs),Garage (kWhs),UpstairsSubPanel (kWhs),AC_Floor1 (kWhs),AC_Floors23 (kWhs),Stove (kWhs),WaterHeater (kWhs),Lights_Study (kWhs),Lights_GFCI (kWhs),Fridge (kWhs),Microwave (kWhs),KitchenCounter (kWhs),Dishwasher (kWhs)
2/12/2025 0:00,22.3371,39.9273,0.8633,0.168,0.6267,0.0003,0.0004,2.1921,37.7842,0.8396,0,2.5676,15.6506,0,0.6305,0,0,0
2/13/2025 0:00,20.6824,38.0704,0.8611,0.1667,0.6396,0.0003,0.0003,2.2085,34.4411,0.7854,0,2.5355,15.5193,0,0.5973,0,0,0
2/14/2025 0:00,53.2275,109.9907,0.8816,3.3494,0.9495,0.0836,0.0014,59.8282,58.9894,22.8148,0.0001,15.2109,24.8203,0.1102,0.7639,0,0.7773,0
2/15/2025 0:00,58.4094,145.8673,0.9175,9.3349,0.75,0.1931,0,100.2258,74.2071,0.7082,2.5086,22.2445,33.8765,0.2442,1.1115,0,3.5123,0
2/16/2025 0:00,51.1654,104.9406,0.8175,9.0579,1.2,0.1703,0.0001,65.8514,67.7031,0.7663,0.7328,11.4618,18.587,0.2379,1.0151,0.0857,7.1305,0
2/17/2025 0:00,58.3269,144.8154,1.0572,10.488,1.2727,0.0974,0.5305,76.6278,71.3168,14.4275,0.6883,21.3915,37.7124,0.0051,0.9528,0.0714,0.5484,0.1631
2/18/2025 0:00,53.9683,153.6343,0.9296,15.9701,1.2004,0.0017,0,83.6411,83.6707,0.708,0,16.8681,42.1904,0.0001,0.8933,0.1785,0.8508,0
2/19/2025 0:00,81.6423,174.8167,0.9268,18.3904,0.8283,0.0368,0.0001,55.8585,99.0976,40.0661,3.8002,16.2036,44.4792,0,1.0296,0.0858,0.1607,0
2/20/2025 0:00,52.3093,149.0007,0.9198,12.1295,1.0863,0.0027,0,79.2839,74.8334,0.7466,0,19.4348,46.119,0,0.9625,0.0519,0.1982,0
2/21/2025 0:00,42.6862,123.5813,0.8987,8.7777,0.6138,0.0021,0.0001,52.1651,62.4249,0.7511,3.8911,14.3054,45.6357,0,1.0663,0.0958,0.1985,0
2/22/2025 0:00,41.9244,131.0088,0.9115,12.0628,0.696,0.0024,0.0001,65.8068,59.9417,0.7793,0,18.8139,45.2151,0.001,0.8229,0.0562,0.2386,0
2/23/2025 0:00,29.2695,135.1233,0.9238,11.7591,0.7942,0.032,0.0001,97.7345,33.7884,0.7667,0.7643,14.4831,44.1946,0.0029,0.8511,0.1016,0.1335,0
2/24/2025 0:00,20.9514,110.5733,0.8987,8.0272,1.1959,0.0025,0.0001,61.27,25.9121,0.7852,0,9.0929,45.1828,0.0026,0.8761,0.026,0,0
2/25/2025 0:00,31.3356,110.5784,1.0565,10.5927,1.104,0.3701,0.0002,50.6661,26.6903,9.891,0.001,16.2936,40.8761,0.0058,1.1347,0.216,0.1662,0.1621
2/26/2025 0:00,22.9494,105.5094,0.9248,16.9874,1.3334,0.0113,0.0002,55.3659,15.7685,7.7095,0.167,14.6699,36.829,0.0876,1.2651,0.1442,0.8545,0
2/27/2025 0:00,25.9376,106.3014,0.9094,11.1707,1.126,9.3725,0.0001,61.7065,10.4153,0.735,0.235,15.0345,43.4024,0.005,1.101,0.0889,0.3933,0
2/28/2025 0:00,21.8413,97.9696,0.8661,0.8495,1.6927,3.9086,0.0001,63.5763,11.7598,0.8201,0,15.4888,42.0133,0.0056,1.2371,0.0305,0.175,0
3/1/2025 0:00,23.3194,92.172,0.8659,1.2863,1.8802,2.9632,0.0001,60.3331,24.6494,0.8216,0,6.6465,36.0244,0.01,1.208,0.0898,0.1902,0
3/2/2025 0:00,37.6662,128.743,0.8688,0.1897,0.7703,0.0261,0,85.8182,52.1313,0.7439,0,13.8858,43.8217,0.0036,1.1094,0.0371,0.3421,0
3/3/2025 0:00,42.6829,141.5086,0.8812,2.7434,1.4284,0.0022,0,96.4777,64.2009,0.7969,0.5567,13.3561,43.9265,0.0033,0.8628,0,0.3288,0
3/4/2025 0:00,28.8093,115.003,0.8827,5.432,0.8037,0.0022,0.0001,67.1521,40.3472,0.8587,0.1056,10.8872,42.3663,0.0042,0.7785,0.0253,0.5759,0
3/5/2025 0:00,17.0665,93.8331,0.8946,10.8828,1.1372,0.0504,0.0001,46.0369,10.4633,6.1206,1.4357,9.7895,36.6213,0.0096,1.0399,0,0.2492,0
3/6/2025 0:00,11.7713,74.2287,0.8779,5.7783,1.5094,0.0031,0.0001,50.9597,2.498,0.721,0,12.7299,25.4266,0.0194,0.9971,0.013,0.3023,0
3/7/2025 0:00,23.7209,105.7094,0.694,14.1195,0.5849,0.0021,0.0023,66.832,26.6607,0.8904,0.3115,13.9281,29.5011,0.0114,1.0961,0,0.0747,0
3/8/2025 0:00,21.892,118.3298,0.7165,10.8472,0.6857,0.018,0.0001,71.3394,23.9708,0.8327,0.2611,12.7699,42.8783,0.002,1.0275,0,0.2452,0
3/9/2025 0:00,24.8013,104.4175,0.8322,8.7094,0.8223,0.0405,0.0001,43.471,18.9097,0.8123,8.4931,16.5677,41.6362,0.004,1.0223,0.0876,0.1924,0
3/10/2025 0:00,17.2017,100.7762,0.8648,0.4717,1.6479,0.0147,0.0001,72.3787,11.8512,0.8463,0.5963,14.2706,40.221,0.0045,1.0289,0.0889,0.252,0
3/11/2025 0:00,30.0242,83.1392,1.0542,2.0435,1.8697,0.1327,0.0003,54.4601,24.2714,7.4204,1.0791,17.4924,18.3318,0.0188,1.0549,0.0543,0.3029,0.1681
3/12/2025 0:00,23.5227,61.9246,0.8578,5.0597,1.485,0.0021,0.0005,40.8488,15.8405,13.4813,0.3612,10.9127,5.4275,0.0457,0.9956,0.0321,0.2651,0
3/13/2025 0:00,22.7812,80.015,0.8582,3.8446,1.4987,0.0025,0.0003,53.2198,25.1438,0.7934,1.0488,10.3506,19.8608,0.0256,1.3149,0.0726,0.9891,0
3/14/2025 0:00,22.9767,56.9899,0.8434,0.4799,0.6035,0.0021,0.0003,52.5596,24.0606,0.8606,0.3376,14.5505,0.1242,0.0546,1.0023,0.1,0.3147,0
3/15/2025 0:00,18.3349,50.0794,0.8378,0.4765,1.5192,0.0018,0.0287,53.6522,11.6905,0.8106,0.1898,12.857,0.8755,0.0552,1.1812,0.1275,1.5899,0
3/16/2025 0:00,16.5332,40.0448,0.8301,0.4762,1.8205,0.0457,0.1611,38.3374,3.8901,0.7927,0,15.6846,0.1914,0.0599,0.9888,0.0039,2.4516,0
3/17/2025 0:00,11.0284,39.6382,0.8314,0.475,1.9791,0.002,0.0003,42.1806,2.1817,3.3265,0.6125,7.5375,0.8829,0.0506,1.188,0.0258,0.3,0
3/18/2025 0:00,21.0785,67.2302,0.8695,10.1687,1.0665,0.0292,0.0002,55.2689,15.1837,0.8016,0.9576,14.1656,3.2932,0.0403,1.131,0.0314,0.3393,0
3/19/2025 0:00,23.1559,63.1167,0.8442,3.2917,0.9267,0.0037,0.0002,58.6987,24.6254,0.8137,0,12.8501,0.3387,0.0375,1.0181,0.0315,0.2616,0
3/20/2025 0:00,25.4198,67.7387,0.8368,2.6929,1.1314,0.002,0.0002,51.2323,28.4954,2.2961,2.8266,10.3896,5.1107,0.0402,1.2332,0.2053,0.472,0
3/21/2025 0:00,15.1891,53.4258,0.8341,1.0388,1.4383,0.0046,0.0002,59.3899,14.9746,0.7061,0.1496,7.7382,0.2688,0.0408,1.1861,0.0519,0.2886,0
3/22/2025 0:00,17.9495,59.5586,0.8311,0.4744,1.3251,0.0034,0.0002,68.815,17.8697,0.8601,0,8.7808,0.7558,0.0448,1.2147,0.0059,0.1245,0
3/23/2025 0:00,28.9918,84.4129,0.8551,5.271,0.7942,0.0018,0.0001,84.5966,31.847,0.7805,0.8017,19.9795,0.4716,0.0339,1.0213,0.0247,0.0785,0
3/24/2025 0:00,27.8927,75.7857,0.864,10.4456,1.7827,0.7416,0.0001,64.9051,39.8098,0.7748,0,6.8028,0.3859,0.0498,1.0382,0,0.1445,0
3/25/2025 0:00,24.8831,66.5768,1.0097,8.4956,0.9439,0.2283,0.0002,53.3541,25.2557,0.8057,0.0002,14.2958,0.5278,0.038,1.1626,0.0107,0.2045,0.1559
3/26/2025 0:00,31.5643,73.4048,0.8429,6.7575,1.5624,0.002,0.0002,56.8967,34.4531,7.1011,1.7919,13.2256,0.5244,0.0404,1.4021,0.1073,0.1469,0
3/27/2025 0:00,22.9243,66.2439,0.8289,1.5061,1.1494,0.0038,0.0001,67.2231,22.6886,0.8195,0.9548,14.3777,0.4769,0.042,1.4383,0.1118,0.5669,0
3/28/2025 0:00,15.7607,62.2468,0.8214,0.7551,2.3564,0.0018,0.0002,57.3403,13.9974,0.8696,0,7.3679,11.9313,0.0381,1.4017,0.1178,0.2429,0
3/29/2025 0:00,18.8518,66.0926,0.8376,3.9364,1.6313,0.0021,0.0001,74.0332,19.5754,0.6777,0.1171,9.1647,0.4237,0.0537,1.202,0.0381,0.2285,0
3/30/2025 0:00,26.0714,63.5555,0.8249,2.6699,2.2424,0.037,0.0002,58.7551,27.2931,0.7798,3.4579,11.6659,0.4204,0.057,1.0791,0.0245,0.5421,0
3/31/2025 0:00,15.8571,45.9837,0.819,0.7556,2.0718,0.1278,0.0002,46.6061,11.6436,0.8512,1.7663,8.5375,0.4637,0.0567,1.2819,0,0.6326,0
4/1/2025 0:00,16.3581,61.6052,0.8313,0.7458,1.5049,0.1333,0.0002,76.6603,4.2053,0.7829,0.4457,17.1277,0.635,0.0408,1.2505,0,0.6486,0
4/2/2025 0:00,19.0562,70.852,0.8602,9.9922,0.7448,0.13,0.0002,67.5638,21.1306,0.793,1.089,9.7735,0.4665,0.0358,1.182,0.0299,0.3663,0
4/3/2025 0:00,17.4731,56.1542,0.8246,0.7499,0.7796,0.1325,0.0002,63.4871,15.9188,0.8728,0.368,10.7576,0.2189,0.0574,1.1278,0.0518,0.1403,0
4/4/2025 0:00,10.5849,37.7761,0.8131,0.7481,0.6576,0.1561,0.0004,33.5241,2.169,0.7573,0,13.2917,0.816,0.0426,1.2839,0,0.1802,0
4/5/2025 0:00,10.952,37.2137,1.2,0.7508,0.6432,0.128,0.0003,34.2654,9.062,0.7638,0.3219,6.2608,0.4177,0.0601,1.2467,0.0308,0.1413,0
4/6/2025 0:00,16.1819,56.3804,0.8145,0.7512,1.1167,0.1253,0.0002,50.1033,10.7382,0.8057,0.7204,12.5182,6.8802,0.0478,1.1844,0.051,1.0477,0
4/7/2025 0:00,16.5858,56.2225,0.8169,0.7536,1.6735,0.1289,0.0002,61.8325,17.2528,0.7293,0,7.483,0.5876,0.0541,1.189,0.1474,0.4812,0
4/8/2025 0:00,20.9947,76.0216,0.8589,11.7164,0.7113,0.1563,0.0002,72.083,25.6552,0.7551,0.7875,9.7744,0.5458,0.0462,0.9868,0.1221,0.3098,0
4/9/2025 0:00,35.2249,83.7756,0.8292,4.5419,1.0144,0.0863,0.0001,74.6168,39.1111,4.7112,1.8314,16.1417,0.3384,0.0318,1.1271,0.0266,0.5145,0
4/10/2025 0:00,31.4513,68.8087,0.82,5.2336,0.8365,0.0018,0.0003,45.2269,33.7021,12.0203,1.0898,10.2282,0.5513,0.041,1.1941,0.3088,0.56,0
4/11/2025 0:00,30.6288,59.1633,0.8923,1.2628,1.1711,0.2513,0.0004,41.0825,23.1964,13.3367,0.0002,16.1182,0.4156,0.0339,1.3425,0.1922,0.2223,0.12
4/12/2025 0:00,19.6228,51.6321,0.8,0.6986,0.6403,0.0643,0.0003,48.7373,26.9327,0.7604,0,6.7734,0.5502,0.0144,1.0645,0.0258,0.1455,0
4/13/2025 0:00,19.1504,59.8935,0.8098,2.9886,0.6571,0.0098,0.0002,59.0494,22.6364,0.7714,0,10.3449,0.578,0.0127,1.1277,0.0928,0.2621,0
4/14/2025 0:00,16.9722,45.5589,0.7976,0.7518,0.6753,0.0856,0.0003,43.8458,10.2332,0.8396,0.0908,15.0594,0.3741,0.01,1.2392,0.0272,1.7507,0
4/15/2025 0:00,14.0467,43.0424,0.7969,0.753,2.1161,0.0309,0.0003,42.0707,3.5217,0.8814,0,13.5924,0.4757,0.0109,1.2994,0.1227,0.3247,0
4/16/2025 0:00,18.1653,61.693,0.8104,1.7732,1.8555,0.0023,0.0002,72.1535,8.1141,0.8001,1.255,14.3907,0.6471,0.023,1.2065,0.0349,0.7146,0
4/17/2025 0:00,14.0489,51.7241,0.8023,0.7496,1.8272,0.0022,0.0002,58.3471,9.0901,0.8323,0.4742,10.4191,0.6798,0.0461,1.2067,0.1092,0.1803,0
4/18/2025 0:00,14.9882,51.5432,0.8054,2.3838,1.1107,0.0054,0.0002,53.9982,9.3331,0.8576,0,14.0277,0.2906,0.0318,1.1028,0,0.1915,0
4/19/2025 0:00,7.6223,33.5652,0.7893,0.7601,0.714,0.0017,0.0004,29.4581,2.2353,0.8751,0,6.7465,0.6655,0.0367,1.4098,0.0783,0.4162,0
4/20/2025 0:00,11.1847,34.6574,0.7836,0.7489,0.6061,0.0028,0.0004,22.714,2.1238,0.7526,2.4049,11.1184,1.0587,0.0391,1.4181,0,0.8296,0
4/21/2025 0:00,14.4356,51.2152,1.103,0.8555,0.7408,0.0964,0.0003,51.6897,2.4763,0.8311,0.0002,17.3438,0.6403,0.0367,1.3829,0.0702,0.3009,0.1394
4/22/2025 0:00,9.2092,40.639,0.7902,0.7497,1.3243,0.002,0.0002,41.5477,2.2389,0.8452,0.858,7.1779,0.5164,0.0465,1.3646,0.0621,0.5514,0
4/23/2025 0:00,11.3861,41.2265,0.7875,0.7496,1.457,0.0147,0.0004,39.1645,2.2476,0.852,0.2749,11.2018,0.6312,0.0373,1.4595,0.0404,0.7279,0
4/24/2025 0:00,8.4997,39.5502,0.7875,0.7487,1.4313,0.0022,0.0004,39.2476,2.2293,0.848,0,6.1685,0.6491,0.0406,1.3177,0.0791,0.4225,0
4/25/2025 0:00,7.7999,29.0053,0.7767,0.7535,1.9069,0.0099,0.0004,19.6513,2.2187,0.8532,0,5.5373,0.8383,0.0457,1.2377,0,0,0
4/26/2025 0:00,13.6877,38.2738,0.7766,0.7141,2.0562,0.0992,1.4712,29.0992,2.1306,0.7672,0.0004,12.0285,1.0848,0.0447,1.4498,0,0.9797,0
4/27/2025 0:00,9.8044,57.5422,0.8139,8.3725,0.7513,0.0023,1.6429,52.7243,2.154,0.7577,0.974,9.4768,0.4605,0.0359,1.373,0.0196,0.1122,0
4/28/2025 0:00,9.9086,48.5267,0.8076,6.9862,1.1971,0.1602,0.0003,41.0494,2.2769,0.8546,0.6654,10.053,0.5991,0.0303,1.4786,0.0793,0.0579,0
4/29/2025 0:00,9.2987,32.4105,0.8091,0.7499,0.569,0.0017,0.0004,19.3724,2.1988,0.8922,0,9.4913,1.2437,0.0296,1.4475,0.0405,0.3125,0
4/30/2025 0:00,13.6211,42.264,0.7701,0.8823,1.4691,0.2612,0.0004,34.1891,2.1393,0.7746,2.7183,11.3536,1.254,0.028,1.5492,0.046,0.2137,0
5/1/2025 0:00,10.5149,37.9748,0.5228,0.7504,1.3807,0.0193,0.0004,27.7741,2.2032,0.8334,0.0002,11.5987,0.5623,0.0303,1.5041,0.0795,0.3468,0
5/2/2025 0:00,10.5167,33.1253,0.7959,0.7527,1.4176,0.4873,0.0003,22.7784,2.1722,0.8104,0.823,9.5204,0.5985,0.0468,1.1762,0.0254,0.2617,0
5/3/2025 0:00,7.4701,29.0408,0.7573,0.7496,0.7008,0.0095,0.0003,15.4906,2.1549,0.8417,0.1275,6.8305,0.9893,0.0389,1.2744,0.0368,0.1592,0
5/4/2025 0:00,7.9694,29.0362,0.754,0.7505,1.361,0.003,0.0004,14.2964,2.1033,0.7436,0.0853,6.4385,1.1285,0.0441,1.6236,0.1427,0.2754,0
5/5/2025 0:00,7.6484,39.3183,0.7641,0.7494,1.7636,0.0023,0.0003,38.6358,2.1493,0.718,0,5.04,0.6384,0.0414,1.4329,0.0396,0.0947,0
5/6/2025 0:00,17.4702,42.8092,0.9079,1.245,1.1438,0.2399,0.0005,25.6402,6.67,3.7094,0.8768,14.1912,0.6424,0.0429,1.4315,0.1107,0.2471,0.1169
5/7/2025 0:00,12.9669,38.5752,0.7575,0.9755,0.7411,0.002,0.0004,22.7858,2.1737,0.7799,1.9426,14.0263,1.2194,0.0367,1.7917,0.0801,1.0564,0
5/8/2025 0:00,9.3452,31.5593,0.7664,0.6938,1.327,0.0283,0.0004,17.2237,2.1744,0.8028,0,9.5011,0.7803,0.0333,1.3463,0.0546,0.2108,0
5/9/2025 0:00,7.6682,39.8434,0.7712,0.6886,1.5542,0.0032,0.0004,39.2664,2.696,0.6674,0.2109,5.2539,0.5906,0.0427,1.2919,0,0.121,0
5/10/2025 0:00,11.3559,52.7726,0.7678,0.6835,0.8431,0.0041,0.0003,57.1406,2.1838,0.7222,0,13.0259,0.6814,0.0419,1.3747,0.0594,0.1972,0
5/11/2025 0:00,14.6916,49.9733,0.7622,0.686,1.1015,0.8238,0.0003,49.2926,2.2514,0.7936,0.6537,14.3507,0.8784,0.0288,1.3589,0.0794,0.3005,0
5/12/2025 0:00,9.2399,39.0544,0.7576,0.688,0.9392,0.002,0.0003,35.4538,2.444,0.8123,0.9477,7.1038,0.7163,0.0309,1.2813,0.0265,0.8473,0
5/13/2025 0:00,9.2827,41.845,0.7573,0.6893,1.5537,0.0068,0.0003,39.7478,2.2051,0.7862,0,8.5321,0.7963,0.0324,1.6523,0.0793,0.3409,0
5/14/2025 0:00,11.8677,33.31,0.7474,0.8234,1.7336,0.0325,0.0005,16.958,2.1993,0.7932,0.63,10.6447,0.7244,0.0325,1.4714,0.2924,1.0748,0
5/15/2025 0:00,11.1902,32.2257,0.7461,0.6949,0.5931,0.0565,0.0005,19.8445,2.1206,0.7475,0,10.0243,0.8255,0.0458,1.301,0.0398,0.3204,0
5/16/2025 0:00,9.2408,27.7536,0.7401,0.6966,1.3865,0.016,0.0006,14.8705,2.1156,0.7493,0,5.7594,1.0952,0.0419,1.242,0,0.2387,0
5/17/2025 0:00,7.0833,27.8859,0.7386,0.6958,0.7398,0.0018,0.0004,12.214,2.0479,0.7129,0,6.1045,1.2841,0.0338,1.2774,0.1512,0.0914,0
5/18/2025 0:00,9.1601,30.121,0.7382,0.6966,0.881,0.0234,0.0004,12.1023,2.1284,0.7675,0,9.115,1.1894,0.025,1.6768,0,0.4237,0
5/19/2025 0:00,13.0167,33.5327,0.7394,0.6967,1.3432,0.0025,0.0006,20.1096,2.0894,0.7104,2.1697,9.1176,0.3013,0.0244,1.6204,0,0.7404,0
5/20/2025 0:00,17.8929,41.6748,0.9539,0.8338,1.5839,0.1469,0.0005,28.8636,4.1964,0.8036,0.5266,13.8533,0.4855,0.037,1.7555,0.1031,0.2291,0.0873
5/21/2025 0:00,19.894,36.0846,0.7309,0.6956,1.1549,0.1165,0.0035,28.8223,0.7526,0.7592,2.9947,6.4698,0.4316,0.0454,1.3431,0.093,0.1543,0
5/22/2025 0:00,19.9916,41.3814,0.7526,6.8953,0.9181,0.1688,0.0031,32.6045,1.5443,0.6911,0,6.1499,0.3388,0.0454,0.9414,0.0522,0.1616,0.0578
5/23/2025 0:00,22.5355,39.9124,0.7311,0.6997,0.8986,0.069,0.0046,33.1493,4.2763,0.7757,0,10.5187,0.3669,0.0322,0.9687,0.2646,0.2047,0
5/24/2025 0:00,21.8493,33.9321,0.7264,0.699,0.9564,0.0029,0.0034,27.2007,2.1385,0.7756,0,8.8384,0.3518,0.0357,0.9574,0,0.1989,0
5/25/2025 0:00,15.2002,52.7386,0.7504,0.6874,1.4808,0.0037,0.0004,58.7317,2.2245,0.7901,0,12.2765,0.4015,0.0318,1.2092,0.2177,1.0235,0
5/26/2025 0:00,15.7567,41.1367,0.7398,0.6918,1.5841,0.0232,0.0005,34.4353,2.2688,0.7763,1.1636,12.1701,0.4442,0.0306,1.2609,0,1.0187,0
5/27/2025 0:00,15.9085,34.3027,0.7668,0.7672,1.103,0.0016,0.0006,13.4627,2.2257,0.7975,1.8061,15.9939,0.5335,0.0235,1.6642,0,0.2187,0
5/28/2025 0:00,6.3021,20.4384,0.7329,0.7476,0.9103,0.0017,0.0006,2.5776,2.1638,0.7935,0,3.6799,0.558,0.0168,1.4785,0.0209,0.1292,0
5/29/2025 0:00,5.7569,19.4657,0.7244,0.7266,1.2726,0.0018,0.0006,2.2169,2.1408,0.7804,0,2.1841,0.553,0.0235,1.227,0,0,0
5/30/2025 0:00,5.8365,19.5814,0.7234,0.7269,1.2726,0.0017,0.0007,2.2173,2.1654,0.8209,0,2.2959,0.5787,0.0218,1.1295,0,0,0
5/31/2025 0:00,5.9049,19.9015,0.7233,0.7252,1.2853,0.0018,0.0006,2.2057,2.0359,0.7137,0,2.6335,0.5587,0.0219,1.1272,0,0,0
6/1/2025 0:00,5.7744,19.6715,0.7239,0.7257,1.2742,0.0017,0.0006,2.2097,2.1365,0.7853,0,2.3019,0.4839,0.0209,1.1785,0,0,0
6/2/2025 0:00,6.1573,19.6095,0.7243,0.7276,1.2681,0.0017,0.0006,2.2048,2.1312,0.8063,0,3.1052,0.4897,0.0209,1.0071,0,0,0
6/3/2025 0:00,15.5714,41.0781,0.9536,0.9298,1.1543,0.3757,0.0004,31.0839,1.476,0.7679,1.1176,14.2505,0.5052,0.0103,1.2547,0.0912,0.3095,0.1412
6/4/2025 0:00,9.4862,25.0751,0.7219,0.6926,0.996,0.0026,0.0006,7.6469,0.8174,0.7966,0,7.4492,0.5912,0.0266,1.4592,0.0786,0.0812,0
6/5/2025 0:00,9.1885,23.3049,0.7198,0.6904,1.0444,0.024,0.0005,5.6195,0.7667,0.7473,0,6.7092,0.6888,0.0276,1.7888,0.0379,0.2006,0
6/6/2025 0:00,8.0925,22.2581,0.7571,0.687,0.8619,0.0569,0.0006,6.7216,0.7434,0.744,0,4.6401,0.7243,0.0328,1.7153,0,0.0797,0
6/7/2025 0:00,10.963,26.016,0.7578,0.6909,1.6153,0.2058,0.0006,11.5469,0.7255,0.7222,0,4.725,0.7124,0.0369,1.3799,0,0,0
6/8/2025 0:00,11.9445,31.1758,0.7581,0.6944,1.737,0.2078,0.0005,17.9909,0.7422,0.7363,0,8.3314,0.6812,0.0214,1.4003,0.0795,0,0
6/9/2025 0:00,15.0528,30.9996,0.3421,0.6971,1.4548,1.1678,0.0006,10.8601,0.6924,0.7049,0.1723,14.1431,0.6244,0.0331,1.2655,0.0563,0.2701,0.007
6/10/2025 0:00,12.5064,28.3775,0.3453,0.7013,1.72,1.1844,0.009,13.816,0.7363,0.7142,0,7.8507,0.5562,0.0389,1.1051,0.0398,0.0513,0
6/11/2025 0:00,8.7016,27.7719,0.5429,0.7256,0.7993,0.0043,3.5871,7.9622,0.7946,0.7616,0.9585,6.4456,0.6343,0.0237,1.4003,0.0903,0.9501,0
6/12/2025 0:00,10.5504,28.2128,0.7572,0.7265,1.3729,0.0171,6.9996,5.8348,0.7543,0.7645,0,8.4103,0.7001,0.0328,1.3678,0.1274,0.2277,0
6/13/2025 0:00,12.7389,30.4813,0.7575,0.7276,1.5042,0.9113,7.2966,8.6544,0.7683,0.7442,0,9.3087,0.6669,0.0329,1.3846,0.0394,0.1313,0
6/14/2025 0:00,10.157,27.5762,0.7598,0.7272,0.8901,0.426,0.0005,9.9484,0.7075,0.6818,0,8.5679,0.6107,0.036,1.272,0,0.3207,0
6/15/2025 0:00,11.4081,26.5936,0.7561,0.7291,1.239,0.5999,0.0006,6.4213,0.7605,0.7442,1.3848,7.4733,0.6144,0.0365,1.6039,0.0008,0.5284,0
6/16/2025 0:00,12.7133,31.6637,0.7567,1.3932,0.7291,0.0411,0.0006,12.5254,0.7647,0.7459,0.7648,11.1278,0.6012,0.031,1.5406,0.2257,0.2297,0
6/17/2025 0:00,12.5339,29.8049,0.6907,1.0502,1.2458,0.2262,0.0005,11.3013,0.7436,0.7332,0.3125,11.1576,0.6029,0.017,1.6658,0.0785,0.0851,0.2781
6/18/2025 0:00,14.2437,31.9142,0.7162,0.7431,1.61,0.1284,0.0005,21.4888,0.7228,0.7062,0.0288,10.3891,0.6611,0,1.4652,0,0.1009,0
6/19/2025 0:00,10.6971,27.7903,0.7134,0.6938,0.843,0.0016,0.0003,12.3399,0.8096,0.7494,0,11.3014,0.7271,0,1.8644,0,0.1805,0
6/20/2025 0:00,10.0124,31.2442,0.7215,1.569,0.6905,0.0687,0.0003,13.1916,0.7552,0.7341,0,9.5502,0.8003,0,2.0676,0,0.1777,0
6/21/2025 0:00,8.7956,28.0134,0.7626,2.0973,0.7574,0.3178,0.0003,7.1332,0.7439,0.752,0,9.9966,0.7584,0.0011,2.0804,0,0.0845,0
6/22/2025 0:00,6.8628,25.4637,0.7562,0.6947,1.3742,0.0104,0.0002,12.6141,0.7971,0.753,0.291,3.8942,0.8321,0,2.1234,0,0.1808,0
6/23/2025 0:00,14.0258,33.7774,0.7541,0.8276,0.6525,0.0012,0.0017,14.402,0.746,7.6076,0,9.384,1.1561,0,2.2151,0.0983,0.1773,0
6/24/2025 0:00,21.4308,40.4262,0.7636,1.694,0.6342,0.1805,3.5404,6.2624,0.7261,25.938,0.0525,7.394,1.0416,0,2.2153,0,0.0773,0
6/25/2025 0:00,23.5602,42.5801,0.7541,1.688,0.7273,0.0587,0.0004,7.1022,0.7213,23.1746,0,12.8683,1.0367,0,2.1182,0,0.3337,0
6/26/2025 0:00,11.9631,29.9361,0.7587,1.1541,0.6805,0.0017,0.0005,5.7185,0.664,6.2527,2.0753,6.1423,0.9338,0,1.8971,0.0897,0.1955,0
6/27/2025 0:00,8.3705,24.8493,0.7584,0.7009,0.6559,0.0017,0.0005,5.2944,0.7764,0.7778,0,5.5976,0.7081,0,1.7673,0.0389,0.1872,0
6/28/2025 0:00,10.2178,28.5682,0.76,1.0115,1.0737,0.0019,0.0004,5.2731,0.6447,0.6674,1.3693,9.8089,0.6852,0.0003,1.9794,0.0389,0.0855,0
6/29/2025 0:00,8.9215,25.5927,0.7585,1.0195,1.2309,0.0378,0.0004,6.0042,0.8022,0.7723,0,7.4433,0.7145,0,2.0554,0.0388,0.0717,0
6/30/2025 0:00,10.1327,29.9248,0.9844,1.1638,1.4175,0.0426,0.0003,14.6979,0.7134,0.7343,0.8938,6.2572,0.776,0.0032,2.1469,0.0825,0.4767,0.0301
7/1/2025 0:00,11.7606,30.3829,0.7147,1.0826,0.9385,0.1009,0.0008,10.5026,0.7197,3.863,0,7.3745,0.8607,0.0004,2.3905,0.1231,0.166,0
7/2/2025 0:00,14.5066,30.9661,0.7134,1.138,0.9804,0.0673,0.0004,5.0019,0.6822,6.6751,0.3988,9.8031,0.8939,0.0004,2.5889,0.0742,1.335,0
7/3/2025 0:00,10.4521,28.5993,0.7156,0.9285,0.7057,0.0015,0.0004,4.3034,0.7419,2.8401,0,9.9197,0.9641,0.0005,2.2822,0,0.2173,0.0177
7/4/2025 0:00,7.113,29.0506,0.7294,3.806,0.7901,0.0018,0.0004,6.5126,0.7208,0.7312,1.8068,4.9448,0.8376,0,1.7547,0.0623,0.3031,0
7/5/2025 0:00,8.0562,28.1344,0.724,1.9276,0.8397,0.0283,0.0012,4.3326,0.7517,0.7547,0.8186,9.0464,0.7908,0,1.6976,0.0235,0.0165,0
7/6/2025 0:00,7.071,25.9594,0.7204,1.6322,0.7257,0.0016,0.0081,4.5921,0.7298,0.7302,0.3128,7.0157,0.89,0,1.878,0.0997,0.0766,0.0539
