Time Bucket (America/New_York),Mains_A (kWhs),Mains_B (kWhs),Lights_Nook (kWhs),Lights_LivingRoom (kWhs),Lights_Kitchen (kWhs),Lights_ExerciseRoom_FrontEntrance (kWhs),Garage (kWhs),UpstairsSubPanel (kWhs),AC_Floor1 (kWhs),AC_Floors23 (kWhs),Stove (kWhs),WaterHeater (kWhs),Lights_Study (kWhs),Lights_GFCI (kWhs),Fridge (kWhs),Microwave (kWhs),KitchenCounter (kWhs),Dishwasher (kWhs)
9/18/2024 0:00,10.0032,29.6173,0.81,0.2385,1.298,0.0001,0.0001,19.5401,0.7718,0.7674,0.097,6.1672,0.2036,0,1.5293,0.039,0.7951,0
9/19/2024 0:00,8.5965,26.3804,0.8097,0.1705,1.085,0.0007,0.1536,10.0045,0.7248,0.7881,0,7.5791,0.1828,0,1.5198,0,0.7884,0
9/20/2024 0:00,8.2814,27.0348,0.8131,0.1712,1.3321,0.0219,0,10.2607,0.693,0.703,0.6938,5.7726,0.192,0,1.4621,0.0392,0.802,0
9/21/2024 0:00,9.7988,26.5659,0.8124,0.1684,1.026,0.0001,0.0001,9.3691,0.6807,0.694,0.3001,8.512,0.1803,0.0002,1.1919,0.0124,0.8168,0
9/22/2024 0:00,10.1373,27.0659,0.8144,0.1669,1.465,0.0004,0.001,10.2488,0.7224,0.723,0,9.1401,0.1759,0,1.2709,0,0.9617,0
9/23/2024 0:00,10.1584,27.6276,0.816,0.1665,1.3622,0.0891,0.095,10.0429,0.7185,0.7294,0.2349,8.6618,0.1798,0.0002,1.3433,0.0252,0.8064,0.4305
9/24/2024 0:00,10.8167,27.7285,0.9769,0.1668,1.3904,0.0006,0.0001,9.7544,0.7831,0.8044,1.2605,9.7742,0.1674,0,1.2984,0,0.8021,0
9/25/2024 0:00,8.7381,26.6665,0.8983,0.1657,0.9278,0.0001,0.0001,9.3344,0.7685,0.7811,0.183,7.941,0.1526,0.0006,1.202,0.0085,0.8001,0
9/26/2024 0:00,11.7746,33.0193,0.9294,0.334,1.3262,0.1198,0.0001,18.9109,0.7231,0.7465,2.5197,8.3279,0.157,0.0027,1.3638,0.0419,0.8085,0.1309
9/27/2024 0:00,8.7899,28.4512,0.4041,0.1641,1.0151,0.0002,0.0001,15.0382,0.7497,0.7488,0,7.1407,0.1685,0.0006,1.3906,0.1661,0.8,0
9/28/2024 0:00,10.253,31.3354,0.4047,0.1651,1.3821,0.0001,0.3699,14.4735,0.7486,0.7958,0,8.8414,1.4787,0.0005,1.371,0.0782,0.8021,0
9/29/2024 0:00,9.7515,28.1921,0.4052,0.1652,1.3135,0.0001,0.0903,12.3085,0.726,0.7452,0.2187,8.4123,0.1701,0.0002,1.5708,0.0127,0.8126,0
9/30/2024 0:00,12.1056,31.2564,0.407,0.1656,1.3799,0.0001,0.0001,12.9834,0.7837,0.8012,1.4833,11.9692,0.1689,0,1.5489,0.0713,0.8009,0
10/1/2024 0:00,10.0513,29.3327,0.4075,0.166,1.6168,0.0002,0.0001,12.3807,0.7636,0.7858,1.3023,8.1089,0.1589,0.0003,1.5475,0.0191,0.9052,0
10/2/2024 0:00,10.5756,28.1781,0.4112,0.2726,1.5597,0.7275,0.0076,11.2849,0.7469,0.7723,0,8.7111,0.1547,0,1.3378,0.0316,1.2531,0
10/3/2024 0:00,8.9972,25.6167,0.6862,0.2169,1.2546,0.0001,0.0001,8.6366,0.779,0.798,0.6285,7.4049,0.149,0,1.3062,0.0629,0.8753,0.0211
10/4/2024 0:00,9.8718,26.6235,0.8328,0.1655,1.5581,0.0002,0.0001,12.8311,0.7645,0.7439,0.1549,8.0225,0.1448,0.001,1.2851,0.0133,0.8728,0
10/5/2024 0:00,10.4555,27.507,0.8329,0.2196,1.2796,0.0027,0.1217,10.5161,0.7515,0.7272,0.8854,7.8113,0.155,0,1.4222,0.0128,0.8027,0.3586
10/6/2024 0:00,11.8049,27.9336,0.8343,0.166,1.5886,0.0001,0.0001,10.9029,0.8172,0.7974,0.2244,12.0623,0.1496,0.0002,1.184,0,0.8748,0
10/7/2024 0:00,9.4923,33.5563,0.8603,0.1598,1.5342,0.0002,0.0001,25.1145,0.7626,0.7546,0,8.2265,0.1339,0,1.2613,0,0.8847,0
10/8/2024 0:00,9.371,27.2656,1.1117,0.3243,1.0297,0.1071,0.0001,12.065,0.7466,0.8061,0.0002,6.3407,0.1241,0.0048,1.3092,0.0106,0.8033,0.1501
10/9/2024 0:00,13.1303,37.2127,0.8496,0.1603,1.4275,0.0017,0.0001,30.2206,0.8252,0.8308,0.727,11.5138,0.1126,0,1.1504,0,0.8844,0
10/10/2024 0:00,9.5491,34.9199,2.1902,0.1583,1.7047,0.3399,0.4639,32.7694,0.7739,0.7616,0.9895,4.451,0.1164,0.0003,1.2188,0,1.0939,0
10/11/2024 0:00,9.2874,38.8736,0.8843,3.9502,1.3356,0.198,0.0001,30.7743,0.8261,0.8168,0.0002,7.7436,0.1006,0,1.1781,0,0.9329,0
10/12/2024 0:00,11.955,36.1863,0.8554,0.2159,1.167,0.0001,0.0001,32.7303,0.8516,0.7943,0,9.6067,0.1011,0,1.2306,0,0.9468,0
10/13/2024 0:00,9.1612,43.9569,0.8643,0.2087,0.7415,0.0012,0,49.9754,0.7895,0.7494,0,8.5615,0.0926,0.0003,1.0173,0.0124,0.9649,0
10/14/2024 0:00,9.3187,42.8249,1.9345,0.18,1.374,0.4612,0.3326,48.8215,0.7974,0.7347,0.2929,4.7903,0.1969,0,1.1574,0.0506,0.9421,0
10/15/2024 0:00,13.7259,49.3539,4.4344,0.1495,1.2212,0.0391,0.0001,58.2996,2.2943,0.7805,0,8.143,0.3253,0,1.0205,0.0513,0.884,0
10/16/2024 0:00,24.9197,51.4696,9.294,0.2286,1.6253,0.2141,0,48.5196,15.4131,0.8265,0,7.7994,0.3919,0,1.0707,0.039,0.8592,0
10/17/2024 0:00,25.2461,60.0414,9.3061,3.6664,1.3349,0.1792,0,59.7627,14.045,0.8262,0.084,9.7365,0.4222,0,1.1121,0.0673,0.9626,0
10/18/2024 0:00,23.4085,48.0276,10.4184,0.5659,0.7858,0.3477,0.0083,47.4072,10.8311,0.8409,0,7.9053,0.3911,0,1.1344,0,1.0923,0
10/19/2024 0:00,13.9449,49.8098,4.6663,0.2078,0.6792,0.0002,0,58.8952,0.9074,1.0824,0.1888,8.5575,0.4011,0,0.9366,0.0124,1.2007,0
10/20/2024 0:00,14.2761,43.942,4.9372,0.3673,0.8142,0.0002,0.0001,47.8355,0.897,0.8703,0,7.849,0.3914,0,1.1767,0.0413,0.9908,0
10/21/2024 0:00,14.9312,39.9711,4.6331,0.214,1.2307,0.2693,0.0009,38.7149,0.8861,0.871,0,10.396,0.4606,0.0006,1.1199,0.0355,0.8851,0.1053
10/22/2024 0:00,18.4495,35.0649,4.7279,0.4569,1.3586,0.254,0.0001,20.3089,5.403,0.9084,0.4726,10.3834,0.6743,0.0027,1.5376,0.0103,0.9145,0.1717
10/23/2024 0:00,19.2314,36.215,4.593,0.1649,1.2932,0.0002,0.0001,24.3715,0.8251,0.7983,0,14.7779,0.6143,0.0004,1.1989,0.0355,0.9871,0
10/24/2024 0:00,16.2805,33.1709,4.5612,5.8681,2.0971,1.8085,0.0024,11.0494,0.767,0.7651,0,9.3502,0.6514,0.0003,1.2497,0,0.8919,0
10/25/2024 0:00,15.5384,48.7318,4.612,10.0466,2.5396,0.0003,0,33.1928,0.8411,0.7986,0,9.9719,0.4021,0,1.1666,0.0682,0.8792,0
10/26/2024 0:00,12.6236,50.7406,4.6213,7.5102,1.366,0.0003,0,49.1219,0.8712,0.8205,0,6.678,0.3623,0,1.1088,0.0349,0.7947,0
10/27/2024 0:00,14.7142,55.7817,4.6394,12.1631,0.8992,0.0066,0,44.8771,0.8359,0.8097,0.149,12.2552,0.302,0,1.0564,0.0725,0.7956,0
10/28/2024 0:00,14.2577,68.6651,4.5531,0.2027,1.3823,0.0006,0,81.9057,0.8573,0.7525,0.0001,8.6963,8.1077,0,1.0506,0.061,1.1205,0
10/29/2024 0:00,13.8259,102.5521,4.5728,6.5091,1.4352,0.0005,0,96.8778,0.8987,0.7838,0,6.4282,30.4172,0,0.984,0.0387,0.9372,0.052
10/30/2024 0:00,19.6874,77.3126,4.5044,1.3136,2.6999,0.0312,0,69.905,0.8515,0.7749,0.7035,17.615,16.3507,0,1.0775,0.0529,1.09,0.067
10/31/2024 0:00,16.7935,45.4904,4.5527,1.3682,1.5905,0.1393,0.0001,34.1351,0.8266,0.8371,0.4335,10.665,5.9104,0.0004,1.0562,0.0259,1.0001,0
11/1/2024 0:00,14.2293,29.6901,4.5507,0.2218,1.4148,0.0248,0.0001,12.3559,0.7586,0.7617,0,8.9056,2.5298,0,1.4175,0.0268,0.8826,0
11/2/2024 0:00,21.4258,54.6488,4.536,0.21,1.625,0.004,1.0052,61.4727,0.7827,0.7246,0.3817,12.214,1.9065,0,1.1898,0.0263,0.9168,0
11/3/2024 0:00,21.0684,91.4262,4.5267,3.359,1.0463,0.0013,0.4978,70.5945,9.1798,0.8393,0,12.2017,26.3261,0.0005,1.1112,0.2537,1.0828,0
11/4/2024 0:00,13.2803,112.4388,4.5856,0.282,1.2246,0.001,0,127.0707,0.9367,0.7863,0,7.685,30.3209,0,1.1148,0.0253,0.8875,0
11/5/2024 0:00,18.709,63.6447,4.702,0.3996,2.8696,0.1048,1.4878,46.5898,0.8489,4.7005,0.0002,10.906,17.1593,0.0043,1.2096,0.2539,0.8776,0.2625
11/6/2024 0:00,12.3937,31.0086,4.3677,0.529,0.8185,0.0076,0.0001,17.707,0.8114,0.8247,0,8.4551,1.8653,0,1.2353,0.0393,0.8512,0
11/7/2024 0:00,11.7117,31.1669,4.1892,0.2654,1.0423,0.0002,0.0001,21.659,0.8945,0.7747,0,6.6222,1.4037,0,1.4995,0.0264,0.9135,0
11/8/2024 0:00,15.0315,53.7997,4.3435,0.2005,2.2158,0.0037,5.8817,44.4379,0.8212,0.7738,0.345,9.627,7.8949,0.0001,1.1291,0.0362,0.9055,0
11/9/2024 0:00,15.0779,68.3745,4.5626,0.2001,1.3641,0.0002,0.0228,38.4245,0.791,0.7469,0,9.4636,29.1028,0,1.1168,0.0261,0.8346,0
11/10/2024 0:00,15.4703,82.7213,4.5081,0.1895,1.02,0.0003,1.1628,68.8997,0.897,0.8138,0.4811,6.6513,30.2063,0.0003,0.8776,0.0701,0.9337,0
11/11/2024 0:00,15.7847,60.0213,4.6043,0.1978,1.3686,0.0013,0,46.6332,0.8161,0.7831,0.7079,10.2059,14.8668,0.0041,1.1318,0.1522,0.8831,0
11/12/2024 0:00,15.1681,69.2787,4.5957,0.1951,1.6111,0.2883,1.3724,60.6566,0.7708,0.6899,0,10.6294,17.5914,0.0032,1.0928,0.2169,1.0443,0
11/13/2024 0:00,14.6013,101.2386,4.5274,4.9891,0.7988,0.0004,0,92.4533,0.8453,0.7481,1.6235,8.7744,30.4031,0.0002,1.1209,0.2207,1.2913,0
11/14/2024 0:00,13.6054,81.629,4.6544,0.451,0.8205,0.0002,0,65.3021,0.8246,0.7628,1.4083,8.8146,30.5229,0.0004,0.8931,0.1567,0.9521,0
11/15/2024 0:00,13.036,81.5389,4.6768,0.1924,1.3827,0.2125,0.139,69.3646,0.908,0.8725,0.7301,7.2025,30.5639,0,0.9752,0.1267,0.8643,0
11/16/2024 0:00,16.3725,76.5182,4.55,0.1965,1.0963,0.0002,0,52.9154,0.8326,0.8345,0.7193,13.9002,30.2797,0.0001,0.9728,0.0258,0.8682,0
11/17/2024 0:00,14.1352,79.7407,4.5789,0.1944,1.3654,0.0002,0,62.0874,0.8214,0.7981,0,9.4938,30.1335,0,1.1255,0.0256,0.7867,0
11/18/2024 0:00,13.4955,73.3789,4.5791,0.1969,1.2879,0.0002,0,51.5396,0.8435,0.8098,0,8.3048,30.3838,0,1.0325,0.0776,0.8494,0
11/19/2024 0:00,17.2173,68.6796,4.648,0.3762,0.8163,0.0859,0.5316,51.5719,8.9708,0.7437,0.0002,8.5836,20.0842,0.0031,1.1993,0.039,1.0364,0.152
11/20/2024 0:00,13.7355,80.55,4.1788,0.1941,1.4357,0.093,1.2044,66.0707,0.8727,0.7644,0,7.1187,30.2004,0,1.1253,0,0.9749,0
11/21/2024 0:00,14.1663,83.741,4.2116,0.1924,1.3323,0.0955,1.1995,66.3563,0.8425,0.7433,0,9.0963,30.227,0,1.6944,0.075,0.9244,0
11/22/2024 0:00,11.4369,67.4807,4.2132,0.1992,1.4324,0.0929,1.2241,42.75,0.8303,0.7844,0,5.4647,28.5856,0.0001,1.2921,0.0378,0.9188,0
11/23/2024 0:00,13.7363,73.0466,4.1903,0.1967,0.849,0.0546,1.2152,45.4886,0.7842,0.7126,0,10.3147,30.2739,0,1.1641,0.0367,0.7685,0
11/24/2024 0:00,13.6439,89.2019,4.0373,0.1858,0.8198,0.0014,1.1848,82.2797,0.8537,0.7298,0,10.1761,29.9698,0,1.1067,0.0509,0.8034,0
11/25/2024 0:00,14.3949,93.9253,4.5237,0.1832,0.6518,0.0426,1.1868,91.7862,0.8914,0.7448,0,11.2359,30.1561,0.0001,1.0433,0.1033,0.8625,0
11/26/2024 0:00,16.0799,108.7044,4.4346,12.6257,1.2914,0.0011,1.184,95.301,0.8385,0.7301,0,11.8193,29.9765,0.0009,0.9005,0,0.89,0
11/27/2024 0:00,15.7326,103.3927,4.6499,0.2104,1.1269,0.1026,1.1735,107.294,0.9112,0.761,0,13.384,30.0594,0.0005,1.0628,0.193,0.9748,0
11/28/2024 0:00,13.3994,71.8541,4.5832,0.195,0.9182,0.0018,1.2149,49.3131,0.8528,0.7871,2.4366,7.6162,30.2257,0.0002,1.0741,0.0882,0.8425,0
11/29/2024 0:00,18.8085,97.4834,4.5885,2.8797,0.6659,2.2882,1.1806,86.0022,0.8527,0.7327,1.2429,15.2139,30.0045,0,1.0652,0.0055,0.9933,0
11/30/2024 0:00,10.7102,92.1239,4.6714,7.4278,0.6621,0.0033,1.195,84.3181,0.901,0.7195,0,4.5789,30.1098,0.0006,0.8526,0.0367,0.731,0
12/1/2024 0:00,20.417,91.3344,4.6213,9.9924,0.836,2.0901,1.2012,64.9732,0.8366,0.7536,1.8992,15.7552,29.956,0,1.1387,0,1.1506,0
12/2/2024 0:00,45.3435,125.579,3.9869,14.5663,1.316,4.9888,1.1992,77.0407,27.6368,21.1872,1.5356,12.8435,30.1241,0.0032,1.0923,0.0021,1.1262,0.2266
12/3/2024 0:00,12.2065,101.6805,4.6265,13.5427,1.2001,0.0013,1.2032,87.9973,0.9453,0.7813,0,6.8319,30.2752,0.0126,0.8637,0.0334,0.7422,0.0301
12/4/2024 0:00,20.4973,120.8402,4.469,11.2669,1.6797,0.0673,1.1719,125.6746,0.9839,0.7667,2.3107,16.9307,30.0877,0.0101,0.9038,0.1735,1.4389,0
12/5/2024 0:00,18.5445,82.9162,4.6821,0.5047,2.7329,0.0012,1.2099,76.936,0.8817,0.7473,0.9137,15.2916,30.7555,0,0.8876,0.0481,0.97,0
12/6/2024 0:00,14.9363,82.0724,4.6934,0.2372,1.3393,0.0009,1.2086,84.3962,0.8695,0.7253,0,10.1388,30.5579,0,0.8282,0.0314,0.7492,0
12/7/2024 0:00,28.1682,115.8362,3.896,9.0902,1.0832,3.0918,1.1673,109.6331,27.4436,0.7575,0,7.5452,29.8535,0,0.7874,0.0293,0.7453,0
12/8/2024 0:00,25.4548,102.6185,4.3443,8.8995,1.4129,4.3827,1.1747,96.4918,9.9993,0.764,0,13.4517,29.8997,0.035,1.0676,0.0418,0.8407,0
12/9/2024 0:00,33.4017,111.976,4.2854,11.4151,1.3861,3.3272,1.2015,88.0567,6.2735,25.4358,0.7732,11.3029,30.3651,0.0002,0.9365,0.0121,0.8272,0
12/10/2024 0:00,52.3231,130.8573,3.9208,15.4617,1.5186,3.5291,1.1884,79.2379,18.2514,52.159,0.0003,12.9057,29.6797,0,0.8915,0.0602,0.9036,0
12/11/2024 0:00,42.3331,113.3112,4.4049,13.8393,2.6457,6.1681,1.1945,77.3014,11.6757,26.6122,1.8045,12.8795,30.1546,0.0009,0.8772,0.0308,1.1056,0.0021
12/12/2024 0:00,36.9218,105.5809,4.0651,15.3452,1.9949,2.388,1.2224,57.4358,0.7997,38.2159,0,14.1173,30.3049,0.0003,1.0678,0.1018,0.8858,0
12/13/2024 0:00,55.4016,124.1319,4.2789,8.4697,1.9653,8.6729,1.1986,84.317,14.7498,55.9872,0,7.4556,30.0042,0.0004,0.8273,0.061,0.9419,0
12/14/2024 0:00,53.5761,162.2775,3.6676,20.6555,0.6602,2.6742,1.1496,128.7543,39.9872,36.7549,0,11.9173,29.4328,0,1.0722,0.0358,0.6586,0
12/15/2024 0:00,54.3169,132.0818,4.4239,11.0585,0.666,6.7685,1.1738,98.3378,16.9815,45.0355,0,14.1324,29.3374,0.905,0.889,0.0077,0.4043,0.1726
12/16/2024 0:00,38.2481,105.1103,4.5158,16.6405,0.6822,2.6669,1.2162,65.9927,14.5423,21.2995,0.3155,7.9424,30.226,4.9391,0.6941,0.0082,0.4255,0
12/17/2024 0:00,28.4017,83.605,5.0158,10.6402,1.3522,2.3988,1.2221,54.335,11.2641,5.9555,0.8253,15.6255,24.9027,0.0041,0.7419,0.0024,0.3026,0.2402
12/18/2024 0:00,22.8875,80.3887,4.8018,13.5902,2.1409,0.0026,1.2424,32.1846,7.4552,12.5521,0.4625,9.2705,30.7006,0.0007,0.967,0.6845,0.4685,0
12/19/2024 0:00,24.4384,90.3494,4.8368,15.0406,2.4926,0.2999,1.2265,48.9259,18.0147,5.3838,0,7.8666,30.6163,0.0003,1.1028,0.0343,0.508,0
12/20/2024 0:00,29.748,97.8253,4.9791,10.8648,0.9784,0.0034,1.2156,60.8053,34.8427,0.6972,0,10.0343,30.4913,0.0004,0.8007,0.0312,0.261,0
12/21/2024 0:00,43.0484,123.3564,3.8889,13.8672,0.8427,0.0458,1.1909,78.3804,59.8513,0.7077,0.6645,11.086,30.0989,0.8056,0.6554,0,0.4867,0
12/22/2024 0:00,32.4293,109.6516,4.4126,16.226,0.7484,0.0038,1.1906,85.743,28.2752,0.7231,0.2628,5.3918,29.6749,9.3657,1.1694,0,0.2774,0
12/23/2024 0:00,79.4812,152.1147,3.3441,15.6465,1.4926,9.115,1.1527,93.141,100.6275,0.7802,0,5.1669,32.0186,11.7772,1.174,0.1478,0.3763,0
12/24/2024 0:00,73.4583,132.5159,3.4416,18.4042,1.8235,6.8501,1.1989,76.0812,62.6063,4.2458,3.7085,14.0379,28.2085,9.9673,1.1666,0.0095,7.85,0.035
12/25/2024 0:00,60.7316,151.5189,3.5771,11.5217,1.0085,0.9512,1.1567,89.3532,71.4937,3.1821,0.477,17.2594,43.5515,5.7148,1.0925,0.1204,0.2475,0
12/26/2024 0:00,71.5534,142.5907,3.2824,12.6288,1.0549,2.9457,1.1999,48.6961,59.0455,40.4284,0.0003,13.8872,44.2748,5.7384,1.1465,0.0981,0.5539,0
12/27/2024 0:00,91.9637,147.8605,4.4426,14.1135,1.0239,4.3235,1.2277,20.1253,60.1447,75.2905,1.9495,12.943,44.0362,5.7216,1.0576,0.0306,0.2766,0
12/28/2024 0:00,64.8278,119.6387,0.9432,6.6192,1.4545,4.9417,1.2159,36.1253,42.077,39.0155,0.3789,12.0622,42.7981,5.7373,1.3139,0.0478,0.2259,0
12/29/2024 0:00,27.181,79.4895,0.9322,7.9624,0.9324,4.5822,1.2347,22.5245,7.0006,7.5176,0,12.6234,42.7159,5.8242,1.014,0.0605,0.2844,0
12/30/2024 0:00,24.4303,70.9529,0.9381,8.4508,0.6032,0.0177,1.2485,23.6817,8.1193,13.9187,0,9.9677,30.4684,5.8718,1.0376,0,0.2864,0
12/31/2024 0:00,37.0195,95.5305,0.9442,10.0344,1.4388,0.1637,1.2336,37.3263,22.9496,8.6024,0,20.2483,37.4315,5.863,0.9593,0,0.6759,0
1/1/2025 0:00,31.6951,92.0274,0.9553,12.4282,1.245,0.279,1.2234,44.7055,14.0062,13.908,1.396,14.4105,29.8318,5.8518,1.2625,0.1398,1.0109,0
1/2/2025 0:00,38.6321,108.0577,0.973,16.8888,0.9955,0.0194,1.2216,51.7687,21.1655,21.3945,0.3655,13.4964,32.4668,5.8636,1.1331,0.096,0.9584,0
1/3/2025 0:00,30.4483,109.397,0.9568,9.7085,1.8737,0.0943,1.201,72.6343,29.3465,0.719,0,7.3148,41.2512,5.8608,0.8442,0.1252,0.9537,0
1/4/2025 0:00,41.9175,131.1765,0.977,15.2877,1.5736,0.6735,1.1946,72.3769,48.7253,0.7629,0.1047,11.5661,44.6545,5.8503,0.9131,0.1185,0.92,0.1217
1/5/2025 0:00,44.3567,123.3698,0.965,14.3763,1.5265,0.4307,1.2141,50.2634,45.5731,8.7024,2.7765,12.1223,44.3285,5.8691,1.2078,0.129,0.6215,0
1/6/2025 0:00,79.4797,167.7332,1.2791,12.7531,0.6961,4.9761,1.1653,84.4871,76.1528,45.1019,0.0002,10.3141,43.8187,5.737,0.8863,0.1299,0.5856,0.1042
1/7/2025 0:00,56.0783,144.4331,0.965,12.8464,1.3578,0.0019,1.194,71.557,52.9576,28.913,0.8732,12.1477,44.1197,5.8222,1.0276,0,0.299,0
1/8/2025 0:00,71.3252,174.6619,0.9893,16.4745,0.8662,8.0843,1.1474,111.4415,73.0146,25.802,1.2639,9.5306,44.0939,5.7883,0.9891,0.0362,0.6935,0.0414
1/9/2025 0:00,66.3973,157.2266,0.9509,7.6339,1.6181,4.6994,1.1566,101.903,83.8762,0.7269,0,17.4563,44.223,5.8038,1.1718,0.0537,0.7884,0.045
1/10/2025 0:00,47.3345,147.5845,1.0063,23.2852,0.9277,7.1659,1.1739,88.9423,50.8489,0.7866,0.0001,9.7676,44.4836,5.8607,0.9432,0,0.9998,0
1/11/2025 0:00,77.0875,141.2663,0.9375,10.9447,1.7197,6.9712,1.1863,49.5838,78.5171,10.0092,5.6158,15.8692,43.8735,5.7631,1.0449,0.051,3.316,0
1/12/2025 0:00,56.5604,132.3899,0.9519,12.8189,0.6246,4.9155,1.1804,58.1574,37.5831,17.6766,0.2538,25.873,43.8737,5.7082,0.9266,0.1379,1.4191,0
1/13/2025 0:00,35.7132,120.8478,0.9846,21.35,0.6266,0.0206,1.2066,47.4302,40.467,0.7696,0.3847,11.8505,44.4403,5.8483,1.0276,0.1086,0.9765,0
1/14/2025 0:00,48.0639,148.8188,0.9933,21.3965,0.6446,0.0232,1.1752,81.7783,50.86,14.1337,0,14.1834,43.9028,5.8075,1.0109,0.1468,0.5084,0
1/15/2025 0:00,73.1606,158.1641,0.9586,14.4678,0.7891,0.0702,1.1957,63.9137,54.8815,58.3129,0,16.1233,44.2337,5.7645,0.9988,0.013,0.5291,0.0623
1/16/2025 0:00,67.3126,161.07,0.9639,14.9575,1.4127,0.0652,0.7826,82.7978,75.5373,21.2047,0.3855,19.8468,43.6521,4.216,0.8748,0.0933,0.4747,0
1/17/2025 0:00,34.5428,99.7823,0.9336,11.6444,0.6266,0.0041,0.0002,14.233,57.5451,0.817,0,6.5731,45.4961,0.1084,0.9912,0,0.1423,0
1/18/2025 0:00,23.444,81.0321,0.9289,11.5292,0.6062,0.0012,0.0002,2.4036,39.7005,0.8401,0,2.7133,44.4926,0.0005,0.7521,0,0.0047,0
1/19/2025 0:00,19.1979,74.5671,0.9286,11.5433,0.5825,0.0011,0.0003,2.4077,31.6674,0.8257,0,2.241,41.6056,0.0007,0.7861,0.0219,0.0067,0
1/20/2025 0:00,41.0549,98.939,0.9239,11.5274,0.5836,0.0011,0.0002,2.4707,75.6251,0.754,0,2.4223,44.4291,0.0008,0.6298,0.0525,0.0044,0
1/21/2025 0:00,72.14,129.2133,0.9176,11.5201,0.5921,0.0011,0.0001,2.4383,138.1419,0.8193,0,2.4678,44.1897,0.0007,0.8709,0.1279,0.0042,0
1/22/2025 0:00,103.2923,211.1077,0.9679,18.1533,1.8533,0.081,0,94.2227,138.6264,42.2811,0,19.1925,43.3079,0.1998,1.1221,0.0228,0.086,0
1/23/2025 0:00,63.8248,154.1154,0.9415,10.862,0.6245,0.0038,0,73.887,108.9374,0.7739,0.2543,11.2349,44.3317,0.1067,1.3067,0.0123,0.0043,0
1/24/2025 0:00,56.8902,132.0158,0.8993,0.3286,0.8304,0.0016,0,63.4474,98.7076,0.7736,0,7.4315,44.2913,0.2459,1.2311,0,0.0043,0
1/25/2025 0:00,53.8037,122.3154,0.8938,0.3248,0.6348,0.0017,0,50.3485,86.9105,0.7877,0,14.8881,44.4568,0.2416,1.0231,0,0.0757,0
1/26/2025 0:00,36.715,115.5132,0.9028,0.3059,0.6664,0.0016,0.0001,74.5236,49.6796,0.817,0,13.6867,43.7589,0.3277,0.939,0,0.0895,0
1/27/2025 0:00,28.5181,108.9345,0.9068,1.0577,1.2246,0.035,0.0001,73.9832,41.2971,0.8424,0,8.5472,44.2819,0.291,1.1479,0.0122,0.0653,0
1/28/2025 0:00,44.7995,115.7999,1.0911,3.7328,1.1874,0.2016,0.0001,54.4727,46.7423,13.4976,1.8471,19.2132,42.4168,0.2742,0.8905,0.1002,0.2392,0.1403
1/29/2025 0:00,26.1385,111.7201,0.9254,6.7103,1.8832,0.0021,0.0001,74.4676,33.287,0.801,0,9.6116,44.0199,0.2279,0.7815,0,0.1694,0
1/30/2025 0:00,62.1404,160.9017,0.9545,15.8499,1.5733,0.0606,0.0001,82.7352,84.8865,19.2368,0,13.5317,43.8185,0.2229,0.752,0.036,0.1514,0
1/31/2025 0:00,28.7086,108.5845,0.916,5.7909,1.1478,0.0026,0.0001,59.3651,38.2552,0.7461,0,11.3394,44.9462,0.2335,1.0354,0.0194,0.5437,0
2/1/2025 0:00,23.7112,110.0151,0.9543,17.1581,0.6174,0.048,0.0002,50.2622,32.7966,0.7237,0,6.4501,44.6848,0.1732,1.1114,0,0.2061,0
2/2/2025 0:00,46.5615,147.9914,0.9516,14.3056,1.2523,0.002,0,88.1861,70.2811,0.766,0,15.5936,43.3013,0.3249,1.2225,0.0374,0.4536,0
2/3/2025 0:00,23.5544,120.0552,0.9315,7.0854,0.6481,0.0029,0,88.505,34.2678,0.8506,0,6.9518,44.4294,0.2755,1.184,0,0.2399,0
2/4/2025 0:00,37.1489,127.0837,0.9497,16.0482,0.8084,0.0057,0.0002,58.8857,32.1033,25.2314,2.2197,9.2328,43.1872,0.217,1.1418,0.2384,0.1615,0
2/5/2025 0:00,71.969,171.5781,0.9527,18.1631,0.7744,0.0022,0.0001,76.6716,84.8343,29.0248,2.7896,18.8612,44.0103,0.2743,1.2347,0,0.2649,0
2/6/2025 0:00,46.6478,138.079,0.935,13.0681,1.1906,0.0016,0,69.4151,73.7905,1.5452,0,11.0493,43.3115,0.2729,1.162,0.0931,0.4835,0
2/7/2025 0:00,28.5117,123.8152,0.9407,12.5597,0.9542,0.0023,0.0001,79.5754,36.42,0.7541,0.0002,10.3451,44.784,0.2663,1.0895,0,0.3547,0
2/8/2025 0:00,30.7415,131.2643,0.9441,13.0609,0.8521,0.0039,0.0001,84.5629,42.1902,0.7683,0,12.3123,44.3643,0.2446,1.1023,0.0519,0.2316,0
2/9/2025 0:00,20.6468,71.0528,0.8868,2.9719,0.5996,0.0005,0.0002,25.9477,31.2694,0.8069,0,4.3307,33.2119,0.1837,0.9269,0,0.0876,0
2/10/2025 0:00,20.0769,37.3649,0.8658,0.1649,0.6208,0.0003,0.0003,2.2224,33.2645,0.8002,0,2.5468,15.4335,0,0.5405,0,0,0
2/11/2025 0:00,29.8218,47.2459,0.8636,0.1732,0.6107,0.0003,0.0003,2.2138,52.9956,0.8436,0,2.4475,15.7146,0,0.6381,0,0,0
